train_number,station_code,sequence_number,arrival_time,departure_time,day,record_quality,seq_source
11030,KAD,17,17:23:00,17:25:00,1,DIRECTION_NORMALIZED,35.0
11030,PDI,18,18:01:00,18:01:00,1,DIRECTION_NORMALIZED,34.0
11030,KJT,19,18:08:00,18:10:00,1,DIRECTION_NORMALIZED,33.0
11030,BVS,20,18:16:00,18:16:00,1,DIRECTION_NORMALIZED,32.0
11030,NRL,21,18:23:00,18:23:00,1,DIRECTION_NORMALIZED,31.0
11030,SHLU,22,18:27:00,18:27:00,1,DIRECTION_NORMALIZED,30.0
11030,VGI,23,18:30:00,18:30:00,1,DIRECTION_NORMALIZED,29.0
11030,BUD,24,18:40:00,18:40:00,1,DIRECTION_NORMALIZED,28.0
11030,ABH,25,18:48:00,18:48:00,1,DIRECTION_NORMALIZED,27.0
11030,ULNR,26,18:50:00,18:50:00,1,DIRECTION_NORMALIZED,26.0
11030,VLDI,27,18:52:00,18:52:00,1,DIRECTION_NORMALIZED,25.0
11030,KYN,28,18:53:00,18:55:00,1,DIRECTION_NORMALIZED,24.0
11030,THK,29,18:59:00,18:59:00,1,DIRECTION_NORMALIZED,23.0
11030,DI,30,19:01:00,19:01:00,1,DIRECTION_NORMALIZED,22.0
11030,KOPR,31,19:02:00,19:02:00,1,DIRECTION_NORMALIZED,21.0
11030,DIVA,32,19:07:00,19:07:00,1,DIRECTION_NORMALIZED,20.0
11030,MBQ,33,19:10:00,19:10:00,1,DIRECTION_NORMALIZED,19.0
11030,KLVA,34,19:15:00,19:15:00,1,DIRECTION_NORMALIZED,18.0
11030,TNA,35,19:18:00,19:20:00,1,DIRECTION_NORMALIZED,17.0
11030,MLND,36,19:24:00,19:24:00,1,DIRECTION_NORMALIZED,16.0
11030,NHU,37,19:28:00,19:28:00,1,DIRECTION_NORMALIZED,15.0
11030,BND,38,19:30:00,19:30:00,1,DIRECTION_NORMALIZED,14.0
11030,VK,39,19:36:00,19:36:00,1,DIRECTION_NORMALIZED,13.0
11030,GC,40,19:42:00,19:42:00,1,DIRECTION_NORMALIZED,12.0
11030,VVH,41,19:44:00,19:44:00,1,DIRECTION_NORMALIZED,11.0
11030,CLA,42,19:48:00,19:48:00,1,DIRECTION_NORMALIZED,10.0
11030,SIN,43,19:52:00,19:52:00,1,DIRECTION_NORMALIZED,9.0
11030,MTN,44,19:56:00,19:56:00,1,DIRECTION_NORMALIZED,8.0
11030,DR,45,19:58:00,20:00:00,1,DIRECTION_NORMALIZED,7.0
11030,PR,46,20:02:00,20:02:00,1,DIRECTION_NORMALIZED,6.0
11030,CRD,47,20:07:00,20:07:00,1,DIRECTION_NORMALIZED,5.0
11030,BY,48,20:12:00,20:12:00,1,DIRECTION_NORMALIZED,4.0
11030,SNRD,49,20:16:00,20:16:00,1,DIRECTION_NORMALIZED,3.0
11030,MSD,50,20:19:00,20:19:00,1,DIRECTION_NORMALIZED,2.0
11030,CSMT,51,20:22:00,20:22:00,1,DIRECTION_NORMALIZED,1.0
11035,DR,1,21:30:00,21:30:00,1,SOURCE,1.0
11035,MTN,2,21:31:00,21:31:00,1,SOURCE,2.0
11035,SIN,3,21:34:00,21:34:00,1,SOURCE,3.0
11035,CLA,4,21:36:00,21:36:00,1,SOURCE,4.0
11035,VVH,5,21:39:00,21:39:00,1,SOURCE,5.0
11035,GC,6,21:40:00,21:40:00,1,SOURCE,6.0
11035,VK,7,21:43:00,21:43:00,1,SOURCE,7.0
11035,BND,8,21:47:00,21:47:00,1,SOURCE,8.0
11035,NHU,9,21:49:00,21:49:00,1,SOURCE,9.0
11035,MLND,10,21:51:00,21:51:00,1,SOURCE,10.0
11035,TNA,11,21:53:00,21:53:00,1,SOURCE,11.0
11035,KLVA,12,21:56:00,21:56:00,1,SOURCE,12.0
11035,MBQ,13,22:00:00,22:00:00,1,SOURCE,13.0
11035,DIVA,14,22:02:00,22:02:00,1,SOURCE,14.0
11035,KOPR,15,22:06:00,22:06:00,1,SOURCE,15.0
11035,DI,16,22:08:00,22:08:00,1,SOURCE,16.0
11035,THK,17,22:09:00,22:09:00,1,SOURCE,17.0
11035,KYN,18,22:13:00,22:15:00,1,SOURCE,18.0
11035,VLDI,19,22:18:00,22:18:00,1,SOURCE,19.0
11035,ULNR,20,22:20:00,22:20:00,1,SOURCE,20.0
11035,ABH,21,22:23:00,22:23:00,1,SOURCE,21.0
11035,BUD,22,22:32:00,22:32:00,1,SOURCE,22.0
11035,VGI,23,22:44:00,22:44:00,1,SOURCE,23.0
11035,SHLU,24,22:49:00,22:49:00,1,SOURCE,24.0
11035,NRL,25,22:53:00,22:53:00,1,SOURCE,25.0
11035,BVS,26,23:01:00,23:01:00,1,SOURCE,26.0
11035,KJT,27,23:08:00,23:10:00,1,SOURCE,27.0
11035,PDI,28,23:14:00,23:14:00,1,SOURCE,28.0
11035,KAD,29,23:47:00,23:47:00,1,SOURCE,29.0
11035,LNL,30,23:53:00,23:55:00,1,SOURCE,30.0
11035,MVL,31,00:02:00,00:02:00,2,SOURCE,1.0
11035,KMST,32,00:11:00,00:11:00,2,SOURCE,2.0
11035,KNHE,33,00:16:00,00:16:00,2,SOURCE,3.0
11035,VDN,34,00:21:00,00:21:00,2,SOURCE,4.0
11035,TGN,35,00:25:00,00:25:00,2,SOURCE,5.0
11035,GRWD,36,00:28:00,00:28:00,2,SOURCE,6.0
11035,DEHR,37,00:35:00,00:35:00,2,SOURCE,7.0
11035,AKRD,38,00:40:00,00:40:00,2,SOURCE,8.0
11035,CCH,39,00:43:00,00:43:00,2,SOURCE,9.0
11035,PMP,40,00:45:00,00:45:00,2,SOURCE,10.0
11035,KSWD,41,00:48:00,00:48:00,2,SOURCE,11.0
11035,DAPD,42,00:51:00,00:51:00,2,SOURCE,12.0
11035,KK,43,00:53:00,00:53:00,2,SOURCE,13.0
11035,SVJR,44,00:57:00,00:57:00,2,SOURCE,14.0
11035,PUNE,45,01:00:00,01:10:00,2,SOURCE,15.0
11036,PUNE,1,02:10:00,02:20:00,2,DIRECTION_NORMALIZED,45.0
11036,SVJR,2,02:22:00,02:22:00,2,DIRECTION_NORMALIZED,44.0
11036,KK,3,02:26:00,02:26:00,2,DIRECTION_NORMALIZED,43.0
11036,DAPD,4,02:28:00,02:28:00,2,DIRECTION_NORMALIZED,42.0
11036,KSWD,5,02:32:00,02:32:00,2,DIRECTION_NORMALIZED,41.0
11036,PMP,6,02:34:00,02:34:00,2,DIRECTION_NORMALIZED,40.0
11036,CCH,7,02:36:00,02:36:00,2,DIRECTION_NORMALIZED,39.0
11036,AKRD,8,02:40:00,02:40:00,2,DIRECTION_NORMALIZED,38.0
11036,DEHR,9,02:44:00,02:44:00,2,DIRECTION_NORMALIZED,37.0
11036,GRWD,10,02:51:00,02:51:00,2,DIRECTION_NORMALIZED,36.0
11036,TGN,11,02:54:00,02:54:00,2,DIRECTION_NORMALIZED,35.0
11036,VDN,12,02:58:00,02:58:00,2,DIRECTION_NORMALIZED,34.0
11036,KNHE,13,03:03:00,03:03:00,2,DIRECTION_NORMALIZED,33.0
11036,KMST,14,03:08:00,03:08:00,2,DIRECTION_NORMALIZED,32.0
11036,MVL,15,03:16:00,03:16:00,2,DIRECTION_NORMALIZED,31.0
11036,LNL,16,03:24:00,03:25:00,2,DIRECTION_NORMALIZED,30.0
11036,KAD,17,03:29:00,03:29:00,2,DIRECTION_NORMALIZED,29.0
11036,PDI,18,03:55:00,03:55:00,2,DIRECTION_NORMALIZED,28.0
11036,KJT,19,03:58:00,03:58:00,2,DIRECTION_NORMALIZED,27.0
11036,BVS,20,04:06:00,04:06:00,2,DIRECTION_NORMALIZED,26.0
11036,NRL,21,04:14:00,04:14:00,2,DIRECTION_NORMALIZED,25.0
11036,SHLU,22,04:19:00,04:19:00,2,DIRECTION_NORMALIZED,24.0
11036,VGI,23,04:24:00,04:24:00,2,DIRECTION_NORMALIZED,23.0
11036,BUD,24,04:37:00,04:37:00,2,DIRECTION_NORMALIZED,22.0
11036,ABH,25,04:46:00,04:46:00,2,DIRECTION_NORMALIZED,21.0
11036,ULNR,26,04:49:00,04:49:00,2,DIRECTION_NORMALIZED,20.0
11036,VLDI,27,04:52:00,04:52:00,2,DIRECTION_NORMALIZED,19.0
11036,KYN,28,04:54:00,04:55:00,2,DIRECTION_NORMALIZED,18.0
11036,THK,29,04:59:00,04:59:00,2,DIRECTION_NORMALIZED,17.0
11036,DI,30,05:01:00,05:01:00,2,DIRECTION_NORMALIZED,16.0
11036,KOPR,31,05:03:00,05:03:00,2,DIRECTION_NORMALIZED,15.0
11036,DIVA,32,05:08:00,05:08:00,2,DIRECTION_NORMALIZED,14.0
11036,MBQ,33,05:11:00,05:11:00,2,DIRECTION_NORMALIZED,13.0
11036,KLVA,34,05:17:00,05:17:00,2,DIRECTION_NORMALIZED,12.0
11036,TNA,35,05:20:00,05:20:00,2,DIRECTION_NORMALIZED,11.0
11036,MLND,36,05:23:00,05:23:00,2,DIRECTION_NORMALIZED,10.0
11036,NHU,37,05:26:00,05:26:00,2,DIRECTION_NORMALIZED,9.0
11036,BND,38,05:28:00,05:28:00,2,DIRECTION_NORMALIZED,8.0
11036,VK,39,05:32:00,05:32:00,2,DIRECTION_NORMALIZED,7.0
11036,GC,40,05:37:00,05:37:00,2,DIRECTION_NORMALIZED,6.0
11036,VVH,41,05:38:00,05:38:00,2,DIRECTION_NORMALIZED,5.0
11036,CLA,42,05:41:00,05:41:00,2,DIRECTION_NORMALIZED,4.0
11036,SIN,43,05:44:00,05:44:00,2,DIRECTION_NORMALIZED,3.0
11036,MTN,44,05:48:00,05:48:00,2,DIRECTION_NORMALIZED,2.0
11036,DR,45,05:50:00,05:50:00,2,DIRECTION_NORMALIZED,1.0
11041,CSMT,1,14:00:00,14:00:00,1,SOURCE,1.0
11041,MSD,2,14:01:00,14:01:00,1,SOURCE,2.0
11041,SNRD,3,14:03:00,14:03:00,1,SOURCE,3.0
11041,BY,4,14:05:00,14:05:00,1,SOURCE,4.0
11041,CRD,5,14:08:00,14:08:00,1,SOURCE,5.0
11041,PR,6,14:10:00,14:10:00,1,SOURCE,6.0
11041,DR,7,14:12:00,14:15:00,1,SOURCE,7.0
11041,MTN,8,14:16:00,14:16:00,1,SOURCE,8.0
11041,SIN,9,14:19:00,14:19:00,1,SOURCE,9.0
11041,CLA,10,14:21:00,14:21:00,1,SOURCE,10.0
11041,VVH,11,14:23:00,14:23:00,1,SOURCE,11.0
11041,GC,12,14:25:00,14:25:00,1,SOURCE,12.0
11041,VK,13,14:28:00,14:28:00,1,SOURCE,13.0
11041,BND,14,14:31:00,14:31:00,1,SOURCE,14.0
11041,NHU,15,14:33:00,14:33:00,1,SOURCE,15.0
11041,MLND,16,14:35:00,14:35:00,1,SOURCE,16.0
11041,TNA,17,14:38:00,14:40:00,1,SOURCE,17.0
11041,KLVA,18,14:43:00,14:43:00,1,SOURCE,18.0
11041,MBQ,19,14:47:00,14:47:00,1,SOURCE,19.0
11041,DIVA,20,14:50:00,14:50:00,1,SOURCE,20.0
11041,KOPR,21,14:54:00,14:54:00,1,SOURCE,21.0
11041,DI,22,14:55:00,14:55:00,1,SOURCE,22.0
11041,THK,23,14:57:00,14:57:00,1,SOURCE,23.0
11041,KYN,24,15:00:00,15:05:00,1,SOURCE,24.0
11041,VLDI,25,15:07:00,15:07:00,1,SOURCE,25.0
11041,ULNR,26,15:09:00,15:09:00,1,SOURCE,26.0
11041,ABH,27,15:11:00,15:11:00,1,SOURCE,27.0
11041,BUD,28,15:18:00,15:18:00,1,SOURCE,28.0
11041,VGI,29,15:29:00,15:29:00,1,SOURCE,29.0
11041,SHLU,30,15:32:00,15:32:00,1,SOURCE,30.0
11041,NRL,31,15:36:00,15:36:00,1,SOURCE,31.0
11041,BVS,32,15:42:00,15:42:00,1,SOURCE,32.0
11041,KJT,33,15:48:00,15:50:00,1,SOURCE,33.0
11041,PDI,34,15:55:00,15:55:00,1,SOURCE,34.0
11041,KAD,35,16:31:00,16:31:00,1,SOURCE,35.0
11041,LNL,36,16:38:00,16:40:00,1,SOURCE,36.0
11041,MVL,37,16:46:00,16:46:00,1,SOURCE,37.0
11041,KMST,38,16:53:00,16:53:00,1,SOURCE,38.0
11041,KNHE,39,16:56:00,16:56:00,1,SOURCE,39.0
11041,VDN,40,17:00:00,17:00:00,1,SOURCE,40.0
11041,TGN,41,17:03:00,17:03:00,1,SOURCE,41.0
11041,GRWD,42,17:06:00,17:06:00,1,SOURCE,42.0
11041,DEHR,43,17:11:00,17:11:00,1,SOURCE,43.0
11041,AKRD,44,17:15:00,17:15:00,1,SOURCE,44.0
11041,CCH,45,17:17:00,17:17:00,1,SOURCE,45.0
11041,PMP,46,17:19:00,17:19:00,1,SOURCE,46.0
11041,KSWD,47,17:21:00,17:21:00,1,SOURCE,47.0
11041,DAPD,48,17:24:00,17:24:00,1,SOURCE,48.0
11041,KK,49,17:26:00,17:28:00,1,SOURCE,49.0
11041,SVJR,50,17:47:00,17:47:00,1,SOURCE,50.0
11041,PUNE,51,18:00:00,18:10:00,1,SOURCE,51.0
11042,PUNE,1,09:30:00,09:35:00,2,DIRECTION_NORMALIZED,51.0
11042,SVJR,2,09:39:00,09:39:00,2,DIRECTION_NORMALIZED,50.0
11042,KK,3,09:44:00,09:45:00,2,DIRECTION_NORMALIZED,49.0
11042,DAPD,4,09:47:00,09:47:00,2,DIRECTION_NORMALIZED,48.0
11042,KSWD,5,09:51:00,09:51:00,2,DIRECTION_NORMALIZED,47.0
11042,PMP,6,09:53:00,09:53:00,2,DIRECTION_NORMALIZED,46.0
11042,CCH,7,09:56:00,09:56:00,2,DIRECTION_NORMALIZED,45.0
11042,AKRD,8,09:59:00,09:59:00,2,DIRECTION_NORMALIZED,44.0
11042,DEHR,9,10:04:00,10:04:00,2,DIRECTION_NORMALIZED,43.0
11042,GRWD,10,10:11:00,10:11:00,2,DIRECTION_NORMALIZED,42.0
11042,TGN,11,10:14:00,10:14:00,2,DIRECTION_NORMALIZED,41.0
11042,VDN,12,10:18:00,10:18:00,2,DIRECTION_NORMALIZED,40.0
11042,KNHE,13,10:23:00,10:23:00,2,DIRECTION_NORMALIZED,39.0
11042,KMST,14,10:28:00,10:28:00,2,DIRECTION_NORMALIZED,38.0
11042,MVL,15,10:37:00,10:37:00,2,DIRECTION_NORMALIZED,37.0
11042,LNL,16,10:44:00,10:45:00,2,DIRECTION_NORMALIZED,36.0
11042,KAD,17,10:50:00,10:50:00,2,DIRECTION_NORMALIZED,35.0
11042,PDI,18,11:18:00,11:18:00,2,DIRECTION_NORMALIZED,34.0
11042,KJT,19,11:22:00,11:22:00,2,DIRECTION_NORMALIZED,33.0
11042,BVS,20,11:32:00,11:32:00,2,DIRECTION_NORMALIZED,32.0
11042,NRL,21,11:41:00,11:41:00,2,DIRECTION_NORMALIZED,31.0
11042,SHLU,22,11:46:00,11:46:00,2,DIRECTION_NORMALIZED,30.0
11042,VGI,23,11:52:00,11:52:00,2,DIRECTION_NORMALIZED,29.0
11042,BUD,24,12:06:00,12:06:00,2,DIRECTION_NORMALIZED,28.0
11042,ABH,25,12:16:00,12:16:00,2,DIRECTION_NORMALIZED,27.0
11042,ULNR,26,12:20:00,12:20:00,2,DIRECTION_NORMALIZED,26.0
11042,VLDI,27,12:22:00,12:22:00,2,DIRECTION_NORMALIZED,25.0
11042,KYN,28,12:24:00,12:25:00,2,DIRECTION_NORMALIZED,24.0
11042,THK,29,12:28:00,12:28:00,2,DIRECTION_NORMALIZED,23.0
11042,DI,30,12:30:00,12:30:00,2,DIRECTION_NORMALIZED,22.0
11042,KOPR,31,12:31:00,12:31:00,2,DIRECTION_NORMALIZED,21.0
11042,DIVA,32,12:35:00,12:35:00,2,DIRECTION_NORMALIZED,20.0
11042,MBQ,33,12:37:00,12:37:00,2,DIRECTION_NORMALIZED,19.0
11042,KLVA,34,12:41:00,12:41:00,2,DIRECTION_NORMALIZED,18.0
11042,TNA,35,12:44:00,12:45:00,2,DIRECTION_NORMALIZED,17.0
11042,MLND,36,12:48:00,12:48:00,2,DIRECTION_NORMALIZED,16.0
11042,NHU,37,12:51:00,12:51:00,2,DIRECTION_NORMALIZED,15.0
11042,BND,38,12:53:00,12:53:00,2,DIRECTION_NORMALIZED,14.0
11042,VK,39,12:57:00,12:57:00,2,DIRECTION_NORMALIZED,13.0
11042,GC,40,13:02:00,13:02:00,2,DIRECTION_NORMALIZED,12.0
11042,VVH,41,13:03:00,13:03:00,2,DIRECTION_NORMALIZED,11.0
11042,CLA,42,13:06:00,13:06:00,2,DIRECTION_NORMALIZED,10.0
11042,SIN,43,13:10:00,13:10:00,2,DIRECTION_NORMALIZED,9.0
11042,MTN,44,13:13:00,13:13:00,2,DIRECTION_NORMALIZED,8.0
11042,DR,45,13:14:00,13:15:00,2,DIRECTION_NORMALIZED,7.0
11042,PR,46,13:18:00,13:18:00,2,DIRECTION_NORMALIZED,6.0
11042,CRD,47,13:25:00,13:25:00,2,DIRECTION_NORMALIZED,5.0
11042,BY,48,13:31:00,13:31:00,2,DIRECTION_NORMALIZED,4.0
11042,SNRD,49,13:37:00,13:37:00,2,DIRECTION_NORMALIZED,3.0
11042,MSD,50,13:41:00,13:41:00,2,DIRECTION_NORMALIZED,2.0
11042,CSMT,51,13:45:00,13:45:00,2,DIRECTION_NORMALIZED,1.0
11043,VVH,1,00:16:00,00:16:00,1,SOURCE,1.0
11043,GC,2,00:18:00,00:18:00,1,SOURCE,2.0
11043,VK,3,00:21:00,00:21:00,1,SOURCE,3.0
11043,BND,4,00:25:00,00:25:00,1,SOURCE,4.0
11043,NHU,5,00:27:00,00:27:00,1,SOURCE,5.0
11043,MLND,6,00:29:00,00:29:00,1,SOURCE,6.0
11043,TNA,7,00:33:00,00:35:00,1,SOURCE,7.0
11043,DIVA,8,00:46:00,00:46:00,1,SOURCE,8.0
11043,KOPR,9,00:51:00,00:51:00,1,SOURCE,9.0
11043,DI,10,00:53:00,00:53:00,1,SOURCE,10.0
11043,THK,11,00:54:00,00:54:00,1,SOURCE,11.0
11043,KYN,12,00:58:00,01:00:00,1,SOURCE,12.0
11043,VLDI,13,01:03:00,01:03:00,1,SOURCE,13.0
11043,ULNR,14,01:05:00,01:05:00,1,SOURCE,14.0
11043,ABH,15,01:09:00,01:09:00,1,SOURCE,15.0
11043,BUD,16,01:18:00,01:18:00,1,SOURCE,16.0
11043,VGI,17,01:32:00,01:32:00,1,SOURCE,17.0
11043,SHLU,18,01:37:00,01:37:00,1,SOURCE,18.0
11043,NRL,19,01:42:00,01:42:00,1,SOURCE,19.0
11043,BVS,20,01:51:00,01:51:00,1,SOURCE,20.0
11043,KJT,21,01:58:00,02:00:00,1,SOURCE,21.0
11043,PDI,22,02:05:00,02:05:00,1,SOURCE,22.0
11043,KAD,23,02:37:00,02:37:00,1,SOURCE,23.0
11043,LNL,24,02:43:00,02:45:00,1,SOURCE,24.0
11043,MVL,25,02:53:00,02:53:00,1,SOURCE,25.0
11043,KMST,26,03:03:00,03:03:00,1,SOURCE,26.0
11043,KNHE,27,03:08:00,03:08:00,1,SOURCE,27.0
11043,VDN,28,03:13:00,03:13:00,1,SOURCE,28.0
11043,TGN,29,03:18:00,03:18:00,1,SOURCE,29.0
11043,GRWD,30,03:21:00,03:21:00,1,SOURCE,30.0
11043,DEHR,31,03:28:00,03:28:00,1,SOURCE,31.0
11043,AKRD,32,03:34:00,03:34:00,1,SOURCE,32.0
11043,CCH,33,03:37:00,03:37:00,1,SOURCE,33.0
11043,PMP,34,03:40:00,03:40:00,1,SOURCE,34.0
11043,KSWD,35,03:42:00,03:42:00,1,SOURCE,35.0
11043,DAPD,36,03:46:00,03:46:00,1,SOURCE,36.0
11043,KK,37,03:49:00,03:49:00,1,SOURCE,37.0
11043,SVJR,38,03:53:00,03:53:00,1,SOURCE,38.0
11043,PUNE,39,03:55:00,04:00:00,1,SOURCE,39.0
11044,PUNE,1,02:00:00,02:05:00,3,DIRECTION_NORMALIZED,39.0
11044,SVJR,2,02:08:00,02:08:00,3,DIRECTION_NORMALIZED,38.0
11044,KK,3,02:12:00,02:12:00,3,DIRECTION_NORMALIZED,37.0
11044,DAPD,4,02:14:00,02:14:00,3,DIRECTION_NORMALIZED,36.0
11044,KSWD,5,02:18:00,02:18:00,3,DIRECTION_NORMALIZED,35.0
11044,PMP,6,02:20:00,02:20:00,3,DIRECTION_NORMALIZED,34.0
11044,CCH,7,02:23:00,02:23:00,3,DIRECTION_NORMALIZED,33.0
11044,AKRD,8,02:26:00,02:26:00,3,DIRECTION_NORMALIZED,32.0
11044,DEHR,9,02:32:00,02:32:00,3,DIRECTION_NORMALIZED,31.0
11044,GRWD,10,02:39:00,02:39:00,3,DIRECTION_NORMALIZED,30.0
11044,TGN,11,02:42:00,02:42:00,3,DIRECTION_NORMALIZED,29.0
11044,VDN,12,02:46:00,02:46:00,3,DIRECTION_NORMALIZED,28.0
11044,KNHE,13,02:52:00,02:52:00,3,DIRECTION_NORMALIZED,27.0
11044,KMST,14,02:57:00,02:57:00,3,DIRECTION_NORMALIZED,26.0
11044,MVL,15,03:06:00,03:06:00,3,DIRECTION_NORMALIZED,25.0
11044,LNL,16,03:14:00,03:15:00,3,DIRECTION_NORMALIZED,24.0
11044,KAD,17,03:20:00,03:20:00,3,DIRECTION_NORMALIZED,23.0
11044,PDI,18,03:47:00,03:47:00,3,DIRECTION_NORMALIZED,22.0
11044,KJT,19,03:50:00,03:50:00,3,DIRECTION_NORMALIZED,21.0
11044,BVS,20,03:59:00,03:59:00,3,DIRECTION_NORMALIZED,20.0
11044,NRL,21,04:08:00,04:08:00,3,DIRECTION_NORMALIZED,19.0
11044,SHLU,22,04:13:00,04:13:00,3,DIRECTION_NORMALIZED,18.0
11044,VGI,23,04:18:00,04:18:00,3,DIRECTION_NORMALIZED,17.0
11044,BUD,24,04:32:00,04:32:00,3,DIRECTION_NORMALIZED,16.0
11044,ABH,25,04:42:00,04:42:00,3,DIRECTION_NORMALIZED,15.0
11044,ULNR,26,04:45:00,04:45:00,3,DIRECTION_NORMALIZED,14.0
11044,VLDI,27,04:47:00,04:47:00,3,DIRECTION_NORMALIZED,13.0
11044,KYN,28,04:49:00,04:50:00,3,DIRECTION_NORMALIZED,12.0
11044,THK,29,04:52:00,04:52:00,3,DIRECTION_NORMALIZED,11.0
11044,DI,30,04:53:00,04:53:00,3,DIRECTION_NORMALIZED,10.0
11044,KOPR,31,04:54:00,04:54:00,3,DIRECTION_NORMALIZED,9.0
11044,DIVA,32,04:57:00,04:57:00,3,DIRECTION_NORMALIZED,8.0
11044,TNA,33,05:03:00,05:05:00,3,DIRECTION_NORMALIZED,7.0
11044,MLND,34,05:11:00,05:11:00,3,DIRECTION_NORMALIZED,6.0
11044,NHU,35,05:16:00,05:16:00,3,DIRECTION_NORMALIZED,5.0
11044,BND,36,05:19:00,05:19:00,3,DIRECTION_NORMALIZED,4.0
11044,VK,37,05:28:00,05:28:00,3,DIRECTION_NORMALIZED,3.0
11044,GC,38,05:36:00,05:36:00,3,DIRECTION_NORMALIZED,2.0
11044,VVH,39,05:39:00,05:39:00,3,DIRECTION_NORMALIZED,1.0
11049,KOPR,1,04:48:00,04:48:00,2,SOURCE,1.0
11049,DI,2,04:56:00,04:56:00,2,SOURCE,2.0
11049,THK,3,04:58:00,04:58:00,2,SOURCE,3.0
11049,KYN,4,05:15:00,05:20:00,2,SOURCE,4.0
11049,VLDI,5,05:22:00,05:22:00,2,SOURCE,5.0
11049,ULNR,6,05:24:00,05:24:00,2,SOURCE,6.0
11049,ABH,7,05:26:00,05:26:00,2,SOURCE,7.0
11049,BUD,8,05:33:00,05:33:00,2,SOURCE,8.0
11049,VGI,9,05:43:00,05:43:00,2,SOURCE,9.0
11049,SHLU,10,05:47:00,05:47:00,2,SOURCE,10.0
11049,NRL,11,05:51:00,05:51:00,2,SOURCE,11.0
11049,BVS,12,05:57:00,05:57:00,2,SOURCE,12.0
11049,KJT,13,06:03:00,06:05:00,2,SOURCE,13.0
11049,PDI,14,06:10:00,06:10:00,2,SOURCE,14.0
11049,KAD,15,06:46:00,06:46:00,2,SOURCE,15.0
11049,LNL,16,06:53:00,06:55:00,2,SOURCE,16.0
11049,MVL,17,07:02:00,07:02:00,2,SOURCE,17.0
11049,KMST,18,07:11:00,07:11:00,2,SOURCE,18.0
11049,KNHE,19,07:16:00,07:16:00,2,SOURCE,19.0
11049,VDN,20,07:21:00,07:21:00,2,SOURCE,20.0
11049,TGN,21,07:25:00,07:25:00,2,SOURCE,21.0
11049,GRWD,22,07:28:00,07:28:00,2,SOURCE,22.0
11049,DEHR,23,07:35:00,07:35:00,2,SOURCE,23.0
11049,AKRD,24,07:40:00,07:40:00,2,SOURCE,24.0
11049,CCH,25,07:43:00,07:43:00,2,SOURCE,25.0
11049,PMP,26,07:46:00,07:46:00,2,SOURCE,26.0
11049,KSWD,27,07:48:00,07:48:00,2,SOURCE,27.0
11049,DAPD,28,07:52:00,07:52:00,2,SOURCE,28.0
11049,KK,29,07:54:00,07:54:00,2,SOURCE,29.0
11049,SVJR,30,07:58:00,07:58:00,2,SOURCE,30.0
11049,PUNE,31,08:00:00,08:10:00,2,SOURCE,31.0
11050,PUNE,1,19:40:00,19:50:00,1,DIRECTION_NORMALIZED,31.0
11050,SVJR,2,19:52:00,19:52:00,1,DIRECTION_NORMALIZED,30.0
11050,KK,3,19:55:00,19:55:00,1,DIRECTION_NORMALIZED,29.0
11050,DAPD,4,19:57:00,19:57:00,1,DIRECTION_NORMALIZED,28.0
11050,KSWD,5,20:00:00,20:00:00,1,DIRECTION_NORMALIZED,27.0
11050,PMP,6,20:02:00,20:02:00,1,DIRECTION_NORMALIZED,26.0
11050,CCH,7,20:04:00,20:04:00,1,DIRECTION_NORMALIZED,25.0
11050,AKRD,8,20:06:00,20:06:00,1,DIRECTION_NORMALIZED,24.0
11050,DEHR,9,20:11:00,20:11:00,1,DIRECTION_NORMALIZED,23.0
11050,GRWD,10,20:16:00,20:16:00,1,DIRECTION_NORMALIZED,22.0
11050,TGN,11,20:19:00,20:19:00,1,DIRECTION_NORMALIZED,21.0
11050,VDN,12,20:22:00,20:22:00,1,DIRECTION_NORMALIZED,20.0
11050,KNHE,13,20:26:00,20:26:00,1,DIRECTION_NORMALIZED,19.0
11050,KMST,14,20:30:00,20:30:00,1,DIRECTION_NORMALIZED,18.0
11050,MVL,15,20:37:00,20:37:00,1,DIRECTION_NORMALIZED,17.0
11050,LNL,16,20:43:00,20:45:00,1,DIRECTION_NORMALIZED,16.0
11050,KAD,17,20:51:00,20:51:00,1,DIRECTION_NORMALIZED,15.0
11050,PDI,18,21:21:00,21:21:00,1,DIRECTION_NORMALIZED,14.0
11050,KJT,19,21:28:00,21:30:00,1,DIRECTION_NORMALIZED,13.0
11050,BVS,20,21:38:00,21:38:00,1,DIRECTION_NORMALIZED,12.0
11050,NRL,21,21:45:00,21:45:00,1,DIRECTION_NORMALIZED,11.0
11050,SHLU,22,21:49:00,21:49:00,1,DIRECTION_NORMALIZED,10.0
11050,VGI,23,21:54:00,21:54:00,1,DIRECTION_NORMALIZED,9.0
11050,BUD,24,22:05:00,22:05:00,1,DIRECTION_NORMALIZED,8.0
11050,ABH,25,22:14:00,22:14:00,1,DIRECTION_NORMALIZED,7.0
11050,ULNR,26,22:16:00,22:16:00,1,DIRECTION_NORMALIZED,6.0
11050,VLDI,27,22:18:00,22:18:00,1,DIRECTION_NORMALIZED,5.0
11050,KYN,28,22:20:00,22:25:00,1,DIRECTION_NORMALIZED,4.0
11050,THK,29,22:28:00,22:28:00,1,DIRECTION_NORMALIZED,3.0
11050,DI,30,22:30:00,22:30:00,1,DIRECTION_NORMALIZED,2.0
